94	1990	19	12395	28368	2954	110	0	1	2
68	1990	21	10015	29840	2717	116	0	2	2
83	1990	4	12279	28651	2560	110	0	2	2
70	1990	1	21050	22433	3164	156	1	2	2
118	1990	19	12140	218288	3113	110	0	1	1
98	1990	19	21995	14614	3462	165	1	2	2
30	1990	9	39710	24400	3390	121	1	1	1
86	1990	7	26900	8670	3042	130	1	2	2
46	1990	19	14564	116845	3189	160	1	2	3
51	1990	21	5899	100590	2040	81	0	2	2
115	1990	5	5866	14363	1820	73	0	2	2
24	1990	3	13495	37814	2566	105	0	2	2
111	1990	18	15816	76313	3608	140	1	1	2
1	1990	19	5995	52409	1620	55	0	1	1
93	1990	3	6635	187240	2127	70	0	1	1
33	1990	16	15350	18172	3023	150	0	2	3
2	1990	7	8695	17122	2220	100	0	2	2
99	1990	2	12249	3839	2388	90	0	1	2
41	1990	1	6488	90808	2020	78	0	1	2
54	1990	16	12995	108436	3006	100	0	1	1
88	1990	18	9483	215290	2529	98	0	1	2
103	1990	19	15200	90428	3237	135	1	2	2
116	1990	4	23300	16535	3477	158	1	2	2
104	1990	2	7399	49479	2304	90	0	2	2
65	1990	6	21095	46070	2954	114	1	1	2
10	1990	16	9745	34253	2798	100	0	1	1
11	1990	16	10855	40177	2524	92	0	1	1
127	1990	16	13005	28227	2711	135	0	2	3
21	1990	9	73800	4772	4100	238	1	3	3
110	1990	16	12495	57881	2863	100	0	1	1
16	1990	16	8785	33384	2610	93	0	1	1
57	1990	18	14980	106124	3581	140	1	2	2
37	1990	19	23040	20006	3463	165	1	2	2
114	1990	7	7225	22640	2172	81	0	1	2
89	1990	19	27825	62953	3607	170	1	2	2
60	1990	7	18900	4402	2612	108	1	2	2
77	1990	7	10005	58314	2275	100	0	2	2
97	1990	7	23990	3380	2789	130	1	2	2
73	1990	19	11985	38580	3106	140	0	2	2
44	1990	22	48000	4715	4015	262	1	3	4
113	1990	18	12640	313274	2956	90	0	1	1
119	1990	22	39700	4013	3903	223	1	3	3
72	1990	19	19995	48025	3325	165	1	2	3
124	1990	9	31600	14145	2955	158	1	2	3
66	1990	3	12150	417179	2738	125	0	2	2
125	1990	2	13249	56463	2651	140	0	2	3
12	1990	19	10425	109631	2347	102	0	2	2
101	1990	8	24650	28819	2810	168	1	3	3
80	1990	19	26960	168832	3466	180	1	2	3
47	1990	19	7577	295123	2465	95	0	1	2
62	1990	19	7254	39081	2136	74	0	1	1
81	1990	23	4435	6359	1870	67	0	1	1
8	1990	19	9995	103034	2518	110	0	2	2
39	1990	19	10390	83809	2282	95	0	2	2
26	1990	8	41500	22524	3530	208	1	3	3
20	1990	13	12005	3327	2411	130	0	2	3
84	1990	12	58500	3650	3031	247	1	3	4
40	1990	16	10400	111405	2798	100	0	1	1
23	1990	1	11588	284595	2690	115	0	2	2
36	1990	16	8895	1037	2271	81	0	1	1
109	1990	8	49000	10460	3835	208	1	2	3
27	1990	19	14495	111519	3133	180	1	3	3
5	1990	4	13800	35944	2182	116	0	2	3
55	1990	19	11995	133446	2736	110	0	2	2
17	1990	12	41900	2348	2998	208	1	3	4
15	1990	1	21498	12863	3417	190	1	2	3
79	1990	10	6929	49679	2205	81	0	1	1
45	1990	16	16342	39252	3143	141	0	2	2
67	1990	11	25995	3651	3022	150	1	2	3
14	1990	4	12459	64242	2610	110	0	2	2
85	1990	1	8748	228211	2390	102	0	2	2
91	1990	18	29246	20239	3779	225	1	3	3
19	1990	18	17257	118017	3821	150	1	2	2
32	1990	19	14525	154067	3803	170	1	2	2
78	1990	2	11650	76615	2788	138	0	2	2
61	1990	18	11470	103062	2730	110	0	2	2
7	1990	18	6319	52520	1785	63	0	1	1
43	1990	19	28335	6599	3372	165	1	2	2
22	1990	4	6599	22977	2238	82	0	1	1
49	1990	18	8969	34494	2240	82	0	1	1
52	1990	1	12268	78521	2500	103	0	2	2
63	1990	2	23500	6603	3333	162	1	2	2
25	1990	10	10989	40991	2667	102	0	1	2
107	1990	6	33965	8627	3303	144	1	2	2
112	1990	20	20950	1549	2548	120	0	2	2
92	1990	18	27986	148689	4025	150	1	1	2
87	1990	9	62500	6715	3915	201	1	2	3
9	1990	19	15895	101143	3248	165	1	2	3
103	1991	19	18141	106668	3237	135	1	2	2
81	1991	23	4307	6574	1870	67	0	1	1
104	1991	2	6386	51989	2236	90	0	2	2
111	1991	18	19557	90169	3604	140	1	1	2
75	1991	19	36990	38992	3480	180	1	2	3
85	1991	1	9514	239522	2390	102	1	2	2
53	1991	6	21006	38179	2919	114	1	2	2
39	1991	19	10513	87874	2282	95	0	2	2
106	1991	19	10880	212210	2526	110	0	2	2
120	1991	5	12045	46953	2620	130	0	2	3
73	1991	19	12602	40463	3106	140	0	2	2
59	1991	19	12071	81221	3107	140	0	2	2
102	1991	18	16851	114183	3131	140	1	2	2
54	1991	16	15455	113596	3014	100	0	1	1
45	1991	16	17671	41206	3083	141	1	2	2
31	1991	19	59525	4115	3446	200	1	3	3
34	1991	16	24475	45158	3452	147	1	2	2
100	1991	3	28747	63519	3139	176	1	2	3
10	1991	16	10506	36032	2798	100	0	1	1
13	1991	7	16083	8158	2267	94	0	2	2
114	1991	7	7456	23743	2155	81	0	1	2
43	1991	19	31782	7623	3372	165	1	2	2
117	1991	19	32406	27024	3426	198	1	2	3
94	1991	19	13873	29820	2954	110	0	1	2
130	1991	3	12008	87936	2549	130	1	2	3
23	1991	1	13596	298838	2690	126	0	2	2
51	1991	21	4248	105531	2040	81	0	2	2
17	1991	12	48254	2785	2998	208	1	3	4
77	1991	7	9462	61263	2275	100	0	2	2
7	1991	18	7005	55113	1785	63	0	1	1
108	1991	19	12831	50114	2834	121	0	1	2
97	1991	7	28259	4079	2789	130	1	2	2
86	1991	7	31902	10350	3042	130	1	2	2
49	1991	18	7640	35882	2149	82	0	1	1
80	1991	19	30928	199340	3415	180	1	2	3
55	1991	19	12271	140022	2730	110	0	2	2
56	1991	16	14488	13658	3083	150	0	2	2
95	1991	19	8372	129774	2478	96	1	1	2
33	1991	16	15484	19064	3023	165	0	2	3
52	1991	1	13211	82348	2500	103	1	2	2
79	1991	10	5076	52047	2205	81	1	1	1
91	1991	18	33401	23909	3779	225	1	3	3
16	1991	16	10741	35164	2571	93	0	1	1
83	1991	4	13170	29934	2534	110	0	2	2
58	1991	16	27773	15921	3570	150	1	2	2
126	1991	19	15194	132464	2839	110	1	1	2
6	1991	11	19614	5341	2732	128	1	2	2
12	1991	19	9693	114948	2347	102	0	2	2
15	1991	1	25213	15169	3417	190	1	2	3
25	1991	10	11611	42982	2667	102	0	1	2
5	1991	4	14194	37750	2146	116	0	2	3
107	1991	6	37773	10085	3303	144	1	2	2
92	1991	18	30926	175444	4025	150	1	1	2
46	1991	19	15611	137908	3109	176	1	2	3
110	1991	16	13157	60870	2863	100	0	1	1
8	1991	19	9233	108166	2518	110	0	2	2
87	1991	9	69366	8002	3915	201	1	2	3
65	1991	6	23351	54137	2954	114	1	1	2
131	1991	18	20824	120070	3832	150	1	2	2
66	1991	3	12140	438131	2738	125	0	2	2
37	1991	19	26247	23572	3463	165	1	2	2
61	1991	18	13089	108236	2730	110	0	2	2
99	1991	2	13337	4087	2380	90	0	1	2
38	1991	18	6620	303138	2242	90	1	2	2
47	1991	19	8185	309841	2417	95	0	1	2
101	1991	8	26724	33971	2810	168	1	3	3
122	1991	2	20477	117800	3086	160	1	2	3
19	1991	18	18216	139181	3821	150	1	2	2
88	1991	18	9344	226093	2529	98	0	1	2
96	1991	18	33921	73897	3685	140	1	1	2
128	1991	16	4877	41431	2194	81	0	1	2
22	1991	4	6859	24097	2238	82	0	1	1
2	1991	7	9252	18158	2220	100	0	2	2
14	1991	4	12220	67557	2654	110	1	2	2
71	1991	5	14572	1213	2455	97	0	2	2
127	1991	16	14812	29858	2711	135	0	2	3
109	1991	8	54924	12114	3835	208	1	2	3
82	1991	1	41191	48457	3759	250	1	3	4
21	1991	9	82954	5493	4100	238	1	3	3
32	1991	19	16553	181838	3795	187	1	2	2
30	1991	9	44541	28938	3390	133	1	1	1
28	1991	19	17648	81119	3323	165	1	2	3
63	1991	2	26158	7657	3333	162	1	2	2
125	1991	2	13489	59616	2651	140	0	2	3
48	1991	19	10779	97323	2558	121	0	2	2
42	1991	7	38843	2406	3253	162	1	2	3
18	1991	10	5313	5067	2340	76	0	1	1
98	1991	19	23591	17233	3462	165	1	2	2
67	1991	11	27581	4551	2973	150	1	2	3
60	1991	7	21324	5096	2612	108	1	2	2
50	1991	19	30466	35226	4283	154	1	1	1
123	1991	19	8565	291170	2635	95	1	1	1
121	1991	1	15178	14828	2582	130	0	2	3
129	1991	19	34939	26755	3266	245	1	3	4
112	1991	20	22462	1647	2548	120	0	2	2
76	1991	2	30686	26022	3136	222	1	3	4
93	1991	3	7079	196733	2112	70	0	1	1
44	1991	22	53672	5750	4015	262	1	3	4
70	1991	1	23803	26122	3157	156	1	2	2
124	1991	9	35682	16406	2955	158	1	2	3
57	1991	18	16192	125139	3581	140	1	2	2
36	1991	16	10142	979	2271	81	0	1	1
4	1991	10	10839	52217	2495	92	0	1	1
116	1991	4	27192	19613	3477	158	1	2	2
119	1991	22	43770	4649	3903	245	1	3	3
27	1991	19	17263	131970	3085	180	1	3	3
84	1991	12	66148	4072	3031	247	1	3	4
41	1991	1	7196	95436	1984	78	0	1	2
78	1991	2	13413	80959	2788	138	0	2	2
26	1991	8	47226	26556	3530	208	1	3	3
113	1991	18	12006	328747	2956	90	0	1	1
11	1991	16	9781	42358	2524	92	0	1	1
64	1991	1	25131	7800	3463	200	1	3	3
29	1991	19	18084	177936	3214	165	1	2	3
90	1991	18	11470	74510	2602	98	0	1	2
20	1991	13	12429	3453	2411	130	1	2	3
115	1991	5	5588	14957	1820	80	1	2	2
24	1991	3	13406	39644	2566	105	0	2	2
68	1991	21	10631	31319	2652	116	0	2	2
3	1991	16	7069	68760	2615	102	1	1	1
105	1991	18	10733	130537	2759	88	1	1	1
72	1991	19	24258	56527	3325	165	1	2	3
40	1991	16	11642	117017	2798	100	0	1	1
9	1991	19	17077	119209	3248	165	1	2	3
1	1991	19	6704	55125	1620	55	0	1	1
35	1991	16	11519	95937	2798	100	0	1	1
118	1991	19	13338	229346	3113	110	1	1	1
89	1991	19	31688	74338	3607	187	1	2	2
69	1991	7	17091	21558	3985	134	1	1	1
74	1991	2	43166	16324	3950	278	1	3	4
62	1991	19	8132	40953	2136	74	0	1	1
20	1992	13	14298	4395	2361	136	1	2	3
51	1992	21	4211	105521	2040	81	0	2	2
113	1992	18	13016	328943	2956	90	0	1	1
52	1992	1	13926	98603	2500	103	1	2	2
73	1992	19	12771	40546	3106	140	0	2	2
102	1992	18	18173	136914	3052	140	1	2	2
130	1992	3	11897	105382	2549	130	1	2	3
119	1992	22	48207	5917	3903	245	1	3	3
107	1992	6	42086	12069	3303	144	1	2	2
129	1992	19	38603	32037	3189	257	1	3	4
39	1992	19	10347	88091	2282	95	0	2	2
98	1992	19	25352	20817	3462	165	1	2	2
23	1992	1	14413	298820	2631	126	0	2	2
106	1992	19	11165	212355	2526	110	0	2	2
11	1992	16	10151	42194	2524	92	0	1	1
56	1992	16	15853	13679	3083	150	0	2	2
79	1992	10	5752	62373	2205	81	1	1	1
116	1992	4	28831	23472	3477	158	1	2	2
17	1992	12	52692	3394	2901	208	1	3	4
1	1992	19	6124	54934	1609	55	0	1	1
7	1992	18	7013	55117	1785	63	0	1	1
48	1992	19	11137	97248	2558	121	0	2	2
71	1992	5	14121	1205	2455	97	0	2	2
15	1992	1	27889	17739	3417	190	1	2	3
86	1992	7	35566	12142	3042	130	1	2	2
6	1992	11	21035	6254	2732	128	1	2	2
28	1992	19	19551	97380	3323	165	1	2	3
85	1992	1	10229	287363	2390	102	1	2	2
61	1992	18	14713	108514	2730	110	0	2	2
80	1992	19	34133	239053	3415	189	1	2	3
111	1992	18	22010	108265	3493	140	1	1	2
97	1992	7	30611	4850	2734	130	1	2	2
110	1992	16	15108	60650	2863	100	0	1	1
58	1992	16	32058	19295	3570	150	1	2	2
118	1992	19	13379	275294	3113	115	1	1	1
5	1992	4	15196	37925	2146	116	1	2	3
65	1992	6	26198	64994	2954	114	1	1	2
124	1992	9	39073	19385	2890	158	1	2	3
27	1992	19	19473	158500	2975	180	1	3	3
54	1992	16	15954	113892	3014	100	0	1	1
31	1992	19	66023	4810	3446	200	1	3	3
125	1992	2	15227	59175	2651	140	0	2	3
47	1992	19	8224	309724	2417	95	0	1	2
108	1992	19	12984	49924	2834	121	0	1	2
13	1992	7	18246	8013	2267	94	0	2	2
34	1992	16	27336	54542	3452	147	1	2	2
90	1992	18	11643	74207	2602	98	0	1	2
95	1992	19	9759	155871	2478	96	1	1	2
49	1992	18	7345	36252	2149	82	1	1	1
91	1992	18	37685	28669	3692	225	1	3	3
40	1992	16	12249	116926	2749	100	1	1	1
41	1992	1	7760	95542	1984	78	0	1	2
26	1992	8	52754	31981	3530	218	1	3	3
78	1992	2	14440	80322	2788	144	1	2	2
12	1992	19	10232	115383	2347	102	0	2	2
59	1992	19	12939	81560	3107	140	0	2	2
72	1992	19	27453	67914	3325	165	1	2	3
38	1992	18	7179	363975	2242	90	1	2	2
36	1992	16	10531	1086	2173	81	0	1	1
120	1992	5	14281	46969	2620	130	0	2	3
83	1992	4	14253	30269	2534	110	0	2	2
100	1992	3	31729	76175	3078	176	1	2	3
16	1992	16	10815	34872	2571	93	0	1	1
77	1992	7	9919	61263	2275	105	0	2	2
3	1992	16	6523	82301	2615	102	1	1	1
10	1992	16	10793	36061	2798	105	0	1	1
87	1992	9	76564	9413	3915	211	1	2	3
89	1992	19	36026	89250	3607	187	1	2	2
35	1992	16	11293	95622	2798	100	0	1	1
18	1992	10	4530	4905	2277	76	0	1	1
105	1992	18	12019	156677	2759	88	1	1	1
9	1992	19	18339	143010	3213	165	1	2	3
2	1992	7	8810	17933	2172	105	0	2	2
70	1992	1	26841	31374	3046	156	1	2	2
114	1992	7	7547	23736	2103	81	0	1	2
25	1992	10	10636	42905	2667	102	0	1	2
93	1992	3	7170	196708	2112	70	1	1	1
22	1992	4	7402	24328	2238	86	0	1	1
57	1992	18	16543	150386	3481	140	1	2	2
128	1992	16	4386	41818	2194	81	0	1	2
82	1992	1	45702	58182	3759	250	1	3	4
99	1992	2	13658	4027	2322	90	0	1	2
75	1992	19	41623	46935	3463	189	1	2	3
53	1992	6	23428	45597	2919	114	1	2	2
76	1992	2	34693	31274	3136	222	1	3	4
37	1992	19	27743	28282	3463	165	1	2	2
4	1992	10	11421	52304	2495	92	0	1	1
64	1992	1	27703	9443	3463	200	1	3	3
123	1992	19	9790	349403	2635	95	1	1	1
55	1992	19	12875	140234	2730	110	0	2	2
67	1992	11	30357	5589	2973	150	1	2	3
44	1992	22	59277	6922	4015	262	1	3	4
60	1992	7	23934	6048	2612	108	1	2	2
103	1992	19	20654	128004	3237	135	1	2	2
30	1992	9	49587	35033	3390	133	1	1	1
69	1992	7	18997	25795	3856	134	1	1	1
109	1992	8	60715	14668	3835	218	1	2	3
21	1992	9	91284	6922	4100	238	1	3	3
92	1992	18	33756	210325	3952	150	1	1	2
45	1992	16	19632	49332	2989	141	1	2	2
117	1992	19	35020	32256	3426	198	1	2	3
74	1992	2	47204	19502	3950	278	1	3	4
32	1992	19	17230	218081	3795	187	1	2	2
50	1992	19	33560	42249	4283	154	1	1	1
29	1992	19	20444	213513	3214	165	1	2	3
63	1992	2	29441	9173	3333	162	1	2	2
8	1992	19	9778	108163	2412	110	0	2	2
126	1992	19	17782	159206	2736	110	1	1	2
19	1992	18	19820	166975	3821	150	1	2	2
66	1992	3	13651	438115	2738	125	0	2	2
101	1992	8	29869	40878	2810	168	1	3	3
68	1992	21	9881	31411	2652	116	0	2	2
62	1992	19	8389	41201	2136	74	0	1	1
122	1992	2	23756	141326	3086	160	1	2	3
46	1992	19	17516	165589	3109	176	1	2	3
115	1992	5	6795	18147	1820	80	1	2	2
43	1992	19	35116	9166	3372	165	1	2	2
81	1992	23	3733	6441	1870	67	0	1	1
131	1992	18	24695	143966	3832	150	1	2	2
112	1992	20	25255	1504	2548	120	0	2	2
94	1992	19	14216	29849	2954	110	0	1	2
42	1992	7	43291	2943	3253	162	1	2	3
96	1992	18	37260	88701	3685	140	1	1	2
121	1992	1	16392	15404	2582	130	1	2	3
88	1992	18	10472	225992	2529	98	0	1	2
14	1992	4	13225	81104	2654	110	1	2	2
24	1992	3	14223	39709	2566	105	0	2	2
104	1992	2	6059	51955	2236	90	0	2	2
33	1992	16	16532	19367	3023	165	0	2	3
84	1992	12	73847	4756	3031	247	1	3	4
127	1992	16	15894	29679	2711	135	0	2	3
