,period_id,y_it,x_it,bus_id
87,87,0,30,2
88,88,0,31,2
89,89,0,33,2
90,90,0,35,2
91,91,0,37,2
92,92,0,38,2
93,93,1,0,2
94,94,0,2,2
95,95,0,3,2
96,96,0,5,2
97,97,0,7,2
98,98,0,8,2
99,99,0,10,2
100,100,0,12,2
101,101,0,14,2
102,102,0,15,2
103,103,0,16,2
104,104,0,17,2
105,105,0,18,2
106,106,0,20,2
107,107,0,22,2
108,108,0,23,2
109,109,0,24,2
110,110,0,25,2
111,111,0,28,2
112,112,0,28,2
113,113,0,30,2
114,114,0,32,2
115,115,0,34,2
116,116,0,34,2
117,117,1,1,2
118,118,0,3,2
119,119,0,5,2
120,120,0,7,2
121,121,0,8,2
122,122,0,8,2
123,123,0,10,2
124,124,0,10,2
125,125,0,11,2
126,126,0,13,2
127,127,0,15,2
128,128,0,15,2
129,129,0,16,2
130,130,0,18,2
131,131,0,20,2
132,132,0,21,2
133,133,0,23,2
134,134,0,24,2
135,135,1,1,2
136,136,0,2,2
137,137,0,4,2
138,138,0,6,2
139,139,0,6,2
140,140,0,7,2
141,141,0,8,2
142,142,0,8,2
143,143,0,9,2
144,144,0,11,2
145,145,0,13,2
146,146,0,14,2
147,147,0,15,2
148,148,0,16,2
149,149,0,18,2
0,0,0,2,3
1,1,0,3,3
2,2,0,4,3
3,3,0,5,3
4,4,0,7,3
5,5,0,8,3
6,6,0,9,3
7,7,0,10,3
8,8,0,11,3
9,9,0,12,3
10,10,0,13,3
11,11,0,14,3
12,12,0,16,3
13,13,0,17,3
14,14,0,19,3
15,15,0,20,3
16,16,0,21,3
17,17,0,22,3
18,18,0,23,3
19,19,0,25,3
20,20,0,25,3
21,21,0,26,3
22,22,0,26,3
23,23,0,28,3
24,24,0,30,3
25,25,0,32,3
26,26,0,34,3
27,27,0,36,3
28,28,0,38,3
29,29,0,39,3
30,30,0,40,3
31,31,0,41,3
32,32,0,43,3
33,33,0,44,3
34,34,0,45,3
35,35,0,45,3
36,36,1,2,3
37,37,0,2,3
38,38,0,4,3
39,39,0,6,3
40,40,0,6,3
41,41,0,8,3
42,42,0,10,3
43,43,0,11,3
44,44,0,13,3
45,45,0,14,3
46,46,0,15,3
47,47,0,17,3
48,48,0,18,3
49,49,0,19,3
50,50,0,21,3
51,51,0,23,3
52,52,0,25,3
53,53,0,25,3
54,54,0,27,3
55,55,0,29,3
56,56,0,31,3
57,57,0,31,3
58,58,0,31,3
59,59,0,32,3
60,60,0,33,3
61,61,0,34,3
62,62,0,35,3
63,63,0,36,3
64,64,1,2,3
65,65,0,4,3
66,66,0,6,3
67,67,0,8,3
68,68,0,9,3
69,69,0,10,3
70,70,0,12,3
71,71,0,14,3
72,72,0,15,3
73,73,0,16,3
74,74,0,17,3
75,75,0,19,3
76,76,0,22,3
77,77,0,24,3
78,78,0,25,3
79,79,0,26,3
80,80,0,27,3
81,81,0,28,3
82,82,0,30,3
83,83,0,31,3
84,84,0,32,3
85,85,0,34,3
86,86,0,34,3
87,87,0,35,3
88,88,0,37,3
89,89,0,39,3
90,90,0,42,3
91,91,0,43,3
92,92,1,2,3
93,93,0,3,3
94,94,0,4,3
95,95,0,6,3
96,96,0,7,3
97,97,0,9,3
98,98,0,11,3
99,99,0,12,3
100,100,0,14,3
101,101,0,16,3
102,102,0,17,3
103,103,0,17,3
104,104,0,18,3
105,105,0,19,3
106,106,0,20,3
107,107,0,21,3
108,108,0,23,3
109,109,0,25,3
110,110,0,26,3
111,111,0,28,3
112,112,0,30,3
113,113,0,33,3
114,114,0,34,3
115,115,0,35,3
116,116,1,0,3
117,117,0,2,3
118,118,0,4,3
119,119,0,4,3
120,120,0,5,3
121,121,0,6,3
122,122,0,7,3
123,123,0,9,3
124,124,0,10,3
125,125,0,11,3
126,126,0,13,3
127,127,0,14,3
128,128,0,16,3
129,129,0,18,3
130,130,0,20,3
131,131,0,21,3
132,132,0,23,3
133,133,0,24,3
134,134,0,26,3
135,135,0,28,3
136,136,0,29,3
137,137,1,2,3
138,138,0,3,3
139,139,0,5,3
140,140,0,7,3
141,141,0,8,3
142,142,0,10,3
143,143,0,12,3
144,144,0,14,3
145,145,0,16,3
146,146,0,18,3
147,147,0,19,3
148,148,0,21,3
149,149,0,22,3
0,0,0,2,4
1,1,0,3,4
2,2,0,4,4
3,3,0,6,4
4,4,0,8,4
5,5,0,9,4
6,6,0,11,4
7,7,0,13,4
8,8,0,15,4
9,9,0,17,4
10,10,0,18,4
11,11,0,19,4
12,12,0,20,4
13,13,0,22,4
14,14,0,23,4
15,15,0,25,4
16,16,1,0,4
17,17,0,2,4
18,18,0,4,4
19,19,0,5,4
20,20,0,7,4
21,21,0,8,4
22,22,0,9,4
23,23,0,9,4
24,24,0,11,4
25,25,0,13,4
26,26,0,14,4
27,27,0,16,4
28,28,0,18,4
29,29,0,19,4
30,30,0,20,4
31,31,0,22,4
32,32,0,24,4
33,33,0,25,4
34,34,0,26,4
35,35,0,27,4
36,36,0,29,4
37,37,0,30,4
38,38,1,1,4
39,39,0,2,4
40,40,0,4,4
41,41,0,6,4
42,42,0,7,4
43,43,0,9,4
44,44,0,9,4
45,45,0,11,4
46,46,0,12,4
47,47,0,14,4
48,48,0,15,4
49,49,0,17,4
50,50,0,19,4
51,51,0,20,4
52,52,0,21,4
53,53,0,22,4
54,54,0,23,4
55,55,1,1,4
56,56,0,3,4
57,57,0,4,4
58,58,0,6,4
59,59,0,7,4
60,60,0,9,4
61,61,0,12,4
62,62,0,14,4
63,63,0,16,4
64,64,0,18,4
65,65,0,19,4
66,66,0,21,4
67,67,0,22,4
68,68,0,24,4
69,69,0,25,4
70,70,0,27,4
71,71,0,27,4
72,72,0,29,4
73,73,0,30,4
74,74,0,32,4
75,75,0,35,4
76,76,1,2,4
77,77,0,4,4
78,78,0,6,4
79,79,0,7,4
80,80,0,9,4
81,81,0,10,4
82,82,0,11,4
83,83,0,12,4
84,84,0,13,4
85,85,0,14,4
86,86,0,16,4
87,87,0,17,4
88,88,0,18,4
89,89,0,20,4
90,90,0,22,4
91,91,0,22,4
92,92,0,23,4
93,93,0,24,4
94,94,0,25,4
95,95,0,26,4
96,96,0,28,4
97,97,0,30,4
98,98,1,1,4
99,99,0,2,4
100,100,0,3,4
101,101,0,5,4
102,102,0,7,4
103,103,0,9,4
104,104,0,10,4
105,105,0,10,4
106,106,0,11,4
107,107,0,13,4
108,108,0,16,4
109,109,0,16,4
110,110,0,18,4
111,111,0,20,4
112,112,0,22,4
113,113,0,24,4
114,114,0,24,4
115,115,0,25,4
116,116,0,25,4
117,117,0,25,4
118,118,0,26,4
119,119,0,26,4
120,120,0,28,4
121,121,0,30,4
122,122,0,32,4
123,123,0,34,4
124,124,0,36,4
125,125,0,38,4
126,126,1,1,4
127,127,0,3,4
128,128,0,5,4
129,129,0,6,4
130,130,0,7,4
131,131,0,8,4
132,132,0,10,4
133,133,0,10,4
134,134,0,12,4
135,135,0,13,4
136,136,0,14,4
137,137,0,15,4
138,138,0,16,4
139,139,0,17,4
140,140,0,19,4
141,141,0,20,4
142,142,0,21,4
143,143,0,22,4
144,144,0,23,4
145,145,0,25,4
146,146,0,27,4
147,147,0,27,4
148,148,0,28,4
149,149,0,29,4
0,0,0,1,5
1,1,0,2,5
2,2,0,2,5
3,3,0,3,5
4,4,0,5,5
5,5,0,7,5
6,6,0,9,5
7,7,0,10,5
8,8,0,12,5
9,9,0,14,5
10,10,0,16,5
11,11,0,17,5
12,12,0,18,5
13,13,0,19,5
14,14,0,20,5
15,15,0,22,5
16,16,0,25,5
17,17,1,1,5
18,18,0,2,5
19,19,0,3,5
20,20,0,4,5
21,21,0,5,5
22,22,0,6,5
23,23,0,8,5
24,24,0,10,5
25,25,0,10,5
26,26,0,11,5
27,27,0,12,5
28,28,0,14,5
29,29,0,14,5
30,30,0,16,5
31,31,0,17,5
32,32,0,19,5
33,33,0,22,5
34,34,0,24,5
35,35,0,25,5
36,36,0,26,5
37,37,0,27,5
38,38,0,29,5
39,39,0,30,5
40,40,1,2,5
41,41,0,3,5
42,42,0,5,5
43,43,0,5,5
44,44,0,7,5
45,45,0,8,5
46,46,0,10,5
47,47,0,11,5
48,48,0,12,5
49,49,0,13,5
50,50,0,15,5
51,51,0,16,5
52,52,0,17,5
53,53,0,18,5
54,54,0,19,5
55,55,0,20,5
56,56,0,22,5
57,57,0,24,5
58,58,0,26,5
59,59,0,28,5
60,60,0,29,5
61,61,0,31,5
62,62,0,32,5
63,63,0,34,5
64,64,0,35,5
65,65,1,2,5
66,66,0,2,5
67,67,0,4,5
68,68,0,6,5
69,69,0,8,5
70,70,0,9,5
71,71,0,11,5
72,72,0,12,5
73,73,0,14,5
74,74,0,16,5
75,75,0,17,5
76,76,0,19,5
77,77,0,21,5
78,78,0,22,5
79,79,0,23,5
80,80,0,25,5
81,81,0,27,5
82,82,0,29,5
83,83,0,31,5
84,84,0,32,5
85,85,0,34,5
86,86,0,34,5
87,87,0,35,5
88,88,0,36,5
89,89,0,37,5
90,90,0,38,5
91,91,0,38,5
92,92,0,40,5
93,93,0,42,5
94,94,0,44,5
95,95,1,1,5
96,96,0,1,5
97,97,0,1,5
98,98,0,2,5
99,99,0,3,5
100,100,0,4,5
101,101,0,6,5
102,102,0,6,5
103,103,0,8,5
104,104,0,10,5
105,105,0,11,5
106,106,0,12,5
107,107,0,14,5
108,108,0,15,5
109,109,0,17,5
110,110,0,19,5
111,111,0,21,5
112,112,0,23,5
113,113,0,25,5
114,114,0,26,5
115,115,0,28,5
116,116,0,28,5
117,117,0,29,5
118,118,0,31,5
119,119,1,1,5
120,120,0,2,5
121,121,0,4,5
122,122,0,5,5
123,123,0,6,5
124,124,0,7,5
125,125,0,8,5
126,126,0,10,5
127,127,0,11,5
128,128,0,12,5
129,129,0,13,5
130,130,0,15,5
131,131,0,17,5
132,132,0,19,5
133,133,1,2,5
134,134,0,4,5
135,135,0,5,5
136,136,0,7,5
137,137,0,7,5
138,138,0,9,5
139,139,0,9,5
140,140,0,10,5
141,141,0,12,5
142,142,0,13,5
143,143,0,15,5
144,144,0,16,5
145,145,0,17,5
146,146,0,19,5
147,147,0,21,5
148,148,0,21,5
149,149,0,22,5
0,0,0,2,6
1,1,0,4,6
2,2,0,5,6
3,3,0,6,6
4,4,0,8,6
5,5,0,10,6
6,6,0,12,6
7,7,0,14,6
8,8,0,15,6
9,9,0,16,6
10,10,0,17,6
11,11,0,19,6
12,12,0,19,6
13,13,0,21,6
14,14,0,22,6
15,15,0,24,6
16,16,0,26,6
17,17,0,28,6
18,18,0,30,6
19,19,0,31,6
20,20,0,32,6
21,21,0,34,6
22,22,0,36,6
23,23,0,38,6
24,24,0,40,6
25,25,0,41,6
26,26,1,0,6
27,27,0,2,6
28,28,0,3,6
29,29,0,5,6
30,30,0,6,6
31,31,0,8,6
32,32,0,10,6
33,33,0,12,6
34,34,0,14,6
35,35,0,14,6
36,36,0,16,6
37,37,0,17,6
38,38,0,19,6
39,39,0,20,6
40,40,0,21,6
41,41,0,23,6
42,42,0,24,6
43,43,0,25,6
44,44,0,27,6
45,45,0,28,6
46,46,0,28,6
47,47,0,29,6
48,48,0,30,6
49,49,0,30,6
50,50,0,30,6
51,51,0,32,6
52,52,1,2,6
53,53,0,3,6
54,54,0,5,6
55,55,0,7,6
56,56,0,7,6
57,57,0,9,6
58,58,0,10,6
59,59,0,11,6
60,60,0,12,6
61,61,0,14,6
62,62,0,16,6
63,63,0,18,6
64,64,0,20,6
65,65,0,21,6
66,66,0,22,6
67,67,0,23,6
68,68,0,25,6
69,69,0,26,6
70,70,0,27,6
71,71,0,28,6
72,72,0,29,6
73,73,0,30,6
74,74,0,32,6
75,75,0,34,6
76,76,0,36,6
77,77,0,38,6
78,78,0,39,6
79,79,0,41,6
80,80,0,41,6
81,81,0,42,6
82,82,0,43,6
83,83,0,45,6
84,84,0,47,6
85,85,0,48,6
86,86,0,50,6
87,87,0,51,6
88,88,0,53,6
89,89,0,55,6
90,90,0,56,6
91,91,1,0,6
92,92,0,1,6
93,93,0,2,6
94,94,0,4,6
95,95,0,6,6
96,96,0,8,6
97,97,0,10,6
98,98,0,10,6
99,99,0,11,6
100,100,0,12,6
101,101,0,13,6
102,102,0,14,6
103,103,0,15,6
104,104,0,17,6
105,105,0,18,6
106,106,0,19,6
107,107,0,21,6
108,108,0,23,6
109,109,0,25,6
110,110,0,26,6
111,111,0,28,6
112,112,0,29,6
113,113,0,30,6
114,114,0,31,6
115,115,0,32,6
116,116,0,33,6
117,117,0,35,6
118,118,0,36,6
119,119,0,38,6
120,120,0,39,6
121,121,0,40,6
122,122,0,42,6
123,123,1,1,6
124,124,0,3,6
125,125,0,4,6
126,126,0,6,6
127,127,0,7,6
128,128,0,9,6
129,129,0,10,6
130,130,0,11,6
131,131,0,12,6
132,132,0,13,6
133,133,0,14,6
134,134,0,15,6
135,135,0,17,6
136,136,0,19,6
137,137,0,21,6
138,138,0,22,6
139,139,0,23,6
140,140,0,25,6
141,141,0,27,6
142,142,0,28,6
143,143,0,30,6
144,144,0,31,6
145,145,0,33,6
146,146,0,34,6
147,147,0,36,6
148,148,0,38,6
149,149,0,40,6
0,0,0,2,7
1,1,0,4,7
2,2,0,6,7
3,3,0,8,7
4,4,0,9,7
5,5,0,11,7
6,6,0,13,7
7,7,0,15,7
8,8,0,15,7
9,9,0,16,7
10,10,0,17,7
11,11,0,19,7
12,12,0,21,7
13,13,0,23,7
14,14,0,25,7
15,15,0,25,7
16,16,0,26,7
17,17,0,27,7
18,18,0,28,7
19,19,0,30,7
20,20,0,31,7
21,21,0,32,7
22,22,0,34,7
23,23,0,34,7
24,24,0,35,7
25,25,0,37,7
26,26,0,38,7
27,27,0,40,7
28,28,0,42,7
29,29,0,44,7
30,30,0,45,7
31,31,0,46,7
32,32,1,1,7
33,33,0,3,7
34,34,0,5,7
35,35,0,7,7
36,36,0,7,7
37,37,0,9,7
38,38,0,10,7
39,39,0,12,7
40,40,0,14,7
41,41,0,16,7
42,42,0,17,7
43,43,0,18,7
44,44,0,20,7
45,45,0,21,7
46,46,0,22,7
47,47,0,23,7
48,48,0,24,7
49,49,0,25,7
50,50,0,27,7
51,51,0,28,7
52,52,0,30,7
53,53,0,32,7
54,54,0,33,7
55,55,0,34,7
56,56,0,36,7
57,57,0,36,7
58,58,0,38,7
59,59,0,40,7
60,60,0,41,7
61,61,0,42,7
62,62,1,2,7
63,63,0,2,7
64,64,0,4,7
65,65,0,4,7
66,66,0,6,7
67,67,0,8,7
68,68,0,10,7
69,69,0,11,7
70,70,0,13,7
71,71,0,13,7
72,72,0,14,7
73,73,0,15,7
74,74,0,17,7
75,75,0,18,7
76,76,0,20,7
77,77,0,21,7
78,78,0,22,7
79,79,0,23,7
80,80,0,24,7
81,81,0,25,7
82,82,0,25,7
83,83,0,27,7
84,84,0,27,7
85,85,1,2,7
86,86,0,4,7
87,87,0,6,7
88,88,0,8,7
89,89,0,10,7
90,90,0,11,7
91,91,0,13,7
92,92,0,14,7
93,93,0,15,7
94,94,0,16,7
95,95,0,17,7
96,96,0,18,7
97,97,0,19,7
98,98,0,21,7
99,99,0,22,7
100,100,0,22,7
101,101,0,23,7
102,102,0,24,7
103,103,0,24,7
104,104,0,26,7
105,105,1,2,7
106,106,0,2,7
107,107,0,4,7
108,108,0,6,7
109,109,0,7,7
110,110,0,9,7
111,111,0,11,7
112,112,0,13,7
113,113,0,15,7
114,114,0,15,7
115,115,0,16,7
116,116,0,17,7
117,117,0,18,7
118,118,0,18,7
119,119,0,20,7
120,120,0,20,7
121,121,0,22,7
122,122,0,24,7
123,123,0,26,7
124,124,0,27,7
125,125,0,29,7
126,126,0,31,7
127,127,0,32,7
128,128,0,33,7
129,129,0,35,7
130,130,0,37,7
131,131,0,38,7
132,132,0,40,7
133,133,0,42,7
134,134,0,43,7
135,135,0,45,7
136,136,0,47,7
137,137,0,49,7
138,138,0,51,7
139,139,1,1,7
140,140,0,2,7
141,141,0,3,7
142,142,0,3,7
143,143,0,3,7
144,144,0,4,7
145,145,0,6,7
146,146,0,8,7
147,147,0,10,7
148,148,0,11,7
149,149,0,12,7
0,0,0,1,8
1,1,0,2,8
2,2,0,3,8
3,3,0,4,8
4,4,0,5,8
5,5,0,6,8
6,6,0,8,8
7,7,0,10,8
8,8,0,11,8
9,9,0,13,8
10,10,0,13,8
11,11,0,14,8
12,12,0,16,8
13,13,0,17,8
14,14,0,19,8
15,15,0,21,8
16,16,0,22,8
17,17,0,23,8
18,18,0,25,8
19,19,0,27,8
20,20,1,2,8
21,21,0,4,8
22,22,0,5,8
23,23,0,6,8
24,24,0,8,8
25,25,0,9,8
26,26,0,10,8
27,27,0,13,8
28,28,0,15,8
29,29,0,17,8
30,30,0,18,8
31,31,0,20,8
32,32,0,22,8
33,33,0,23,8
34,34,0,25,8
35,35,0,26,8
36,36,0,27,8
37,37,0,29,8
38,38,0,30,8
39,39,0,31,8
40,40,0,33,8
41,41,0,35,8
42,42,0,36,8
43,43,0,38,8
44,44,0,40,8
45,45,0,42,8
46,46,0,43,8
47,47,0,43,8
48,48,0,44,8
49,49,1,1,8
50,50,0,2,8
51,51,0,3,8
52,52,0,4,8
53,53,0,6,8
54,54,0,7,8
55,55,0,8,8
56,56,0,9,8
57,57,0,11,8
58,58,0,12,8
59,59,0,13,8
60,60,0,14,8
61,61,0,15,8
62,62,0,17,8
63,63,0,19,8
64,64,0,20,8
65,65,0,22,8
66,66,0,23,8
67,67,0,25,8
68,68,0,26,8
69,69,0,28,8
70,70,0,30,8
71,71,0,32,8
72,72,0,33,8
73,73,0,35,8
74,74,0,36,8
75,75,0,37,8
76,76,0,38,8
77,77,0,39,8
78,78,0,40,8
79,79,0,41,8
80,80,0,42,8
81,81,0,44,8
82,82,1,2,8
83,83,0,5,8
84,84,0,7,8
85,85,0,9,8
86,86,0,10,8
87,87,0,11,8
88,88,0,13,8
89,89,0,15,8
90,90,0,17,8
91,91,0,18,8
92,92,0,20,8
93,93,0,22,8
94,94,0,24,8
95,95,0,26,8
96,96,0,27,8
97,97,0,28,8
98,98,0,30,8
99,99,0,31,8
100,100,0,33,8
101,101,0,34,8
102,102,0,35,8
103,103,0,35,8
104,104,0,37,8
105,105,1,1,8
106,106,0,2,8
107,107,0,3,8
108,108,0,4,8
109,109,0,6,8
110,110,0,7,8
111,111,0,8,8
112,112,0,10,8
113,113,0,12,8
114,114,0,13,8
115,115,0,13,8
116,116,0,14,8
117,117,0,16,8
118,118,0,18,8
119,119,0,18,8
120,120,0,20,8
121,121,0,21,8
122,122,1,2,8
123,123,0,4,8
124,124,0,4,8
125,125,0,5,8
126,126,0,6,8
127,127,0,8,8
128,128,0,10,8
129,129,0,12,8
130,130,0,12,8
131,131,0,12,8
132,132,0,14,8
133,133,0,16,8
134,134,0,17,8
135,135,0,18,8
136,136,0,19,8
137,137,0,20,8
138,138,0,20,8
139,139,0,22,8
140,140,0,24,8
141,141,0,26,8
142,142,0,28,8
143,143,0,29,8
144,144,0,31,8
145,145,0,33,8
146,146,0,33,8
147,147,0,34,8
148,148,0,36,8
149,149,0,37,8
0,0,0,0,9
1,1,0,2,9
2,2,0,4,9
3,3,0,6,9
4,4,0,8,9
5,5,0,10,9
6,6,0,12,9
7,7,0,13,9
8,8,0,15,9
9,9,1,1,9
10,10,0,2,9
11,11,0,3,9
12,12,0,4,9
13,13,0,4,9
14,14,0,6,9
15,15,0,8,9
16,16,0,9,9
17,17,0,10,9
18,18,0,12,9
19,19,0,13,9
20,20,0,15,9
21,21,0,16,9
22,22,0,18,9
23,23,0,19,9
24,24,0,21,9
25,25,0,23,9
26,26,0,25,9
27,27,0,26,9
28,28,0,28,9
29,29,0,29,9
30,30,0,31,9
31,31,0,32,9
32,32,0,34,9
33,33,0,35,9
34,34,0,37,9
35,35,1,2,9
36,36,0,4,9
37,37,0,6,9
38,38,0,7,9
39,39,0,9,9
40,40,0,10,9
41,41,0,12,9
42,42,0,14,9
43,43,0,16,9
44,44,0,17,9
45,45,0,18,9
